Année;Code_INSEE;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;% gauche/Exp;% centre/Exp;% droite/Exp;Résultat
2022;01001;L'Abergement-Clémenciat;645;108;16.74;537;83.26;16;2.48;2.98;1;0.16;0.19;520;80.62;96.83;21.73;32.31;45.96;droite
2022;01002;L'Abergement-de-Varey;213;38;17.84;175;82.16;3;1.41;1.71;1;0.47;0.57;171;80.28;97.71;38.6;35.09;26.32;gauche
2022;01004;Ambérieu-en-Bugey;8765;2078;23.71;6687;76.29;88;1.0;1.32;46;0.52;0.69;6553;74.76;98.0;34.44;24.87;40.68;droite
2022;01005;Ambérieux-en-Dombes;1282;234;18.25;1048;81.75;14;1.09;1.34;6;0.47;0.57;1028;80.19;98.09;21.5;29.47;49.03;droite
2022;01006;Ambléon;103;23;22.33;80;77.67;3;2.91;3.75;0;0.0;0.0;77;74.76;96.25;32.47;29.87;37.66;droite
2022;01007;Ambronay;2031;338;16.64;1693;83.36;17;0.84;1.0;17;0.84;1.0;1659;81.68;97.99;26.52;27.91;45.57;droite
2022;01008;Ambutrix;554;80;14.44;474;85.56;10;1.81;2.11;1;0.18;0.21;463;83.57;97.68;24.62;27.21;48.16;droite
2022;01009;Andert-et-Condon;279;48;17.2;231;82.8;3;1.08;1.3;0;0.0;0.0;228;81.72;98.7;32.89;30.26;36.84;droite
2022;01010;Anglefort;792;168;21.21;624;78.79;10;1.26;1.6;6;0.76;0.96;608;76.77;97.44;21.38;26.81;51.81;droite
2022;01011;Apremont;287;44;15.33;243;84.67;7;2.44;2.88;0;0.0;0.0;236;82.23;97.12;25.42;27.12;47.46;droite
2022;01012;Aranc;283;62;21.91;221;78.09;1;0.35;0.45;0;0.0;0.0;220;77.74;99.55;38.18;27.27;34.55;gauche
2022;01013;Arandas;125;29;23.2;96;76.8;0;0.0;0.0;2;1.6;2.08;94;75.2;97.92;19.15;23.4;57.45;droite
2022;01014;Arbent;2257;656;29.07;1601;70.93;28;1.24;1.75;10;0.44;0.62;1563;69.25;97.63;33.46;27.64;38.9;droite
2022;01015;Arboys en Bugey;562;91;16.19;471;83.81;9;1.6;1.91;1;0.18;0.21;461;82.03;97.88;29.72;33.19;37.09;droite
2022;01016;Arbigny;325;58;17.85;267;82.15;3;0.92;1.12;1;0.31;0.37;263;80.92;98.5;23.19;27.0;49.81;droite
2022;01017;Argis;308;46;14.94;262;85.06;6;1.95;2.29;1;0.32;0.38;255;82.79;97.33;34.12;16.86;49.02;droite
2022;01019;Armix;40;8;20.0;32;80.0;0;0.0;0.0;0;0.0;0.0;32;80.0;100.0;43.75;18.75;37.5;gauche
2022;01021;Ars-sur-Formans;1073;170;15.84;903;84.16;19;1.77;2.1;5;0.47;0.55;879;81.92;97.34;20.93;28.9;50.17;droite
2022;01022;Artemare;872;189;21.67;683;78.33;9;1.03;1.32;0;0.0;0.0;674;77.29;98.68;22.4;25.96;51.63;droite
2022;01023;Asnières-sur-Saône;60;7;11.67;53;88.33;0;0.0;0.0;0;0.0;0.0;53;88.33;100.0;20.75;11.32;67.92;droite
2022;01024;Attignat;2455;475;19.35;1980;80.65;42;1.71;2.12;8;0.33;0.4;1930;78.62;97.47;23.94;30.73;45.34;droite
2022;01025;Bâgé-Dommartin;3039;621;20.43;2418;79.57;55;1.81;2.27;17;0.56;0.7;2346;77.2;97.02;22.55;32.52;44.93;droite
2022;01026;Bâgé-le-Châtel;608;122;20.07;486;79.93;2;0.33;0.41;14;2.3;2.88;470;77.3;96.71;19.57;38.94;41.49;droite
2022;01027;Balan;1277;219;17.15;1058;82.85;21;1.64;1.98;5;0.39;0.47;1032;80.81;97.54;20.93;31.1;47.97;droite
2022;01028;Baneins;432;78;18.06;354;81.94;5;1.16;1.41;1;0.23;0.28;348;80.56;98.31;20.11;24.71;55.17;droite
2022;01029;Beaupont;444;74;16.67;370;83.33;8;1.8;2.16;1;0.23;0.27;361;81.31;97.57;19.39;26.59;54.02;droite
2022;01030;Beauregard;568;135;23.77;433;76.23;2;0.35;0.46;4;0.7;0.92;427;75.18;98.61;26.93;26.46;46.6;droite
2022;01031;Bellignat;1857;540;29.08;1317;70.92;17;0.92;1.29;8;0.43;0.61;1292;69.57;98.1;30.03;28.02;41.95;droite
2022;01032;Béligneux;2021;445;22.02;1576;77.98;13;0.64;0.82;5;0.25;0.32;1558;77.09;98.86;26.7;26.57;46.73;droite
2022;01033;Valserhône;9514;2917;30.66;6597;69.34;116;1.22;1.76;32;0.34;0.49;6449;67.78;97.76;36.78;24.69;38.53;droite
2022;01034;Belley;5938;1597;26.89;4341;73.11;72;1.21;1.66;28;0.47;0.65;4241;71.42;97.7;31.86;27.89;40.25;droite
2022;01035;Belleydoux;273;50;18.32;223;81.68;5;1.83;2.24;2;0.73;0.9;216;79.12;96.86;32.87;26.85;40.28;droite
2022;01036;Valromey-sur-Seran;1103;212;19.22;891;80.78;8;0.73;0.9;12;1.09;1.35;871;78.97;97.76;31.92;29.62;38.46;droite
2022;01037;Bénonces;245;59;24.08;186;75.92;3;1.22;1.61;4;1.63;2.15;179;73.06;96.24;26.26;23.46;50.28;droite
2022;01038;Bény;594;92;15.49;502;84.51;3;0.51;0.6;1;0.17;0.2;498;83.84;99.2;23.29;32.33;44.38;droite
2022;01039;Béon;356;89;25.0;267;75.0;1;0.28;0.37;1;0.28;0.37;265;74.44;99.25;28.3;29.43;42.26;droite
2022;01040;Béréziat;366;74;20.22;292;79.78;3;0.82;1.03;3;0.82;1.03;286;78.14;97.95;21.33;31.47;47.2;droite
2022;01041;Bettant;576;125;21.7;451;78.3;17;2.95;3.77;5;0.87;1.11;429;74.48;95.12;32.4;27.97;39.63;droite
2022;01042;Bey;251;37;14.74;214;85.26;8;3.19;3.74;2;0.8;0.93;204;81.27;95.33;29.41;35.29;35.29;centre
2022;01043;Beynost;3735;792;21.2;2943;78.8;35;0.94;1.19;17;0.46;0.58;2891;77.4;98.23;27.6;36.25;36.15;centre
2022;01044;Billiat;441;109;24.72;332;75.28;7;1.59;2.11;2;0.45;0.6;323;73.24;97.29;30.34;23.22;46.44;droite
2022;01045;Birieux;203;32;15.76;171;84.24;0;0.0;0.0;0;0.0;0.0;171;84.24;100.0;12.28;30.99;56.73;droite
2022;01046;Biziat;641;115;17.94;526;82.06;9;1.4;1.71;6;0.94;1.14;511;79.72;97.15;18.98;30.33;50.68;droite
2022;01047;Blyes;868;143;16.47;725;83.53;22;2.53;3.03;5;0.58;0.69;698;80.41;96.28;22.21;27.65;50.14;droite
2022;01049;La Boisse;2357;491;20.83;1866;79.17;56;2.38;3.0;7;0.3;0.38;1803;76.5;96.62;27.79;31.39;40.82;droite
2022;01050;Boissey;264;55;20.83;209;79.17;3;1.14;1.44;1;0.38;0.48;205;77.65;98.09;19.51;28.29;52.2;droite
2022;01051;Bolozon;81;16;19.75;65;80.25;0;0.0;0.0;0;0.0;0.0;65;80.25;100.0;41.54;18.46;40.0;gauche
2022;01052;Bouligneux;262;33;12.6;229;87.4;4;1.53;1.75;0;0.0;0.0;225;85.88;98.25;14.67;32.44;52.89;droite
2022;01053;Bourg-en-Bresse;23158;6842;29.54;16316;70.46;252;1.09;1.54;72;0.31;0.44;15992;69.06;98.01;37.24;30.3;32.45;gauche
2022;01054;Bourg-Saint-Christophe;1076;153;14.22;923;85.78;18;1.67;1.95;1;0.09;0.11;904;84.01;97.94;24.78;30.31;44.91;droite
2022;01056;Boyeux-Saint-Jérôme;320;58;18.13;262;81.88;2;0.63;0.76;1;0.31;0.38;259;80.94;98.85;23.94;26.64;49.42;droite
2022;01057;Boz;392;74;18.88;318;81.12;6;1.53;1.89;2;0.51;0.63;310;79.08;97.48;26.77;26.13;47.1;droite
2022;01058;Brégnier-Cordon;653;160;24.5;493;75.5;13;1.99;2.64;1;0.15;0.2;479;73.35;97.16;32.36;27.56;40.08;droite
2022;01060;Brénod;442;79;17.87;363;82.13;10;2.26;2.75;2;0.45;0.55;351;79.41;96.69;24.5;38.18;37.32;centre
2022;01061;Brens;951;174;18.3;777;81.7;13;1.37;1.67;5;0.53;0.64;759;79.81;97.68;26.09;28.06;45.85;droite
2022;01062;Bressolles;705;99;14.04;606;85.96;16;2.27;2.64;4;0.57;0.66;586;83.12;96.7;22.7;39.42;37.88;centre
2022;01063;Brion;422;82;19.43;340;80.57;5;1.18;1.47;4;0.95;1.18;331;78.44;97.35;22.66;32.33;45.02;droite
2022;01064;Briord;797;190;23.84;607;76.16;12;1.51;1.98;2;0.25;0.33;593;74.4;97.69;24.28;18.89;56.83;droite
2022;01065;Buellas;1394;215;15.42;1179;84.58;12;0.86;1.02;6;0.43;0.51;1161;83.29;98.47;23.51;34.28;42.2;droite
2022;01066;La Burbanche;92;20;21.74;72;78.26;1;1.09;1.39;0;0.0;0.0;71;77.17;98.61;36.62;22.54;40.85;droite
2022;01067;Ceignes;206;43;20.87;163;79.13;4;1.94;2.45;0;0.0;0.0;159;77.18;97.55;22.01;30.19;47.8;droite
2022;01068;Cerdon;560;129;23.04;431;76.96;7;1.25;1.62;3;0.54;0.7;421;75.18;97.68;21.38;20.43;58.19;droite
2022;01069;Certines;1165;223;19.14;942;80.86;19;1.63;2.02;7;0.6;0.74;916;78.63;97.24;25.76;27.29;46.94;droite
2022;01071;Cessy;2861;625;21.85;2236;78.15;25;0.87;1.12;7;0.24;0.31;2204;77.04;98.57;23.96;41.15;34.89;centre
2022;01072;Ceyzériat;2401;496;20.66;1905;79.34;32;1.33;1.68;10;0.42;0.52;1863;77.59;97.8;28.29;34.3;37.41;droite
2022;01073;Ceyzérieu;894;168;18.79;726;81.21;11;1.23;1.52;3;0.34;0.41;712;79.64;98.07;34.83;26.69;38.48;droite
2022;01074;Chalamont;1777;403;22.68;1374;77.32;23;1.29;1.67;7;0.39;0.51;1344;75.63;97.82;19.94;27.75;52.31;droite
2022;01075;Chaleins;983;195;19.84;788;80.16;22;2.24;2.79;5;0.51;0.63;761;77.42;96.57;22.47;34.95;42.58;droite
2022;01076;Chaley;130;44;33.85;86;66.15;3;2.31;3.49;0;0.0;0.0;83;63.85;96.51;33.73;19.28;46.99;droite
2022;01077;Challes-la-Montagne;144;24;16.67;120;83.33;2;1.39;1.67;0;0.0;0.0;118;81.94;98.33;22.88;32.2;44.92;droite
2022;01078;Challex;819;195;23.81;624;76.19;10;1.22;1.6;2;0.24;0.32;612;74.73;98.08;29.58;36.27;34.15;centre
2022;01079;Champagne-en-Valromey;560;133;23.75;427;76.25;10;1.79;2.34;1;0.18;0.23;416;74.29;97.42;34.38;29.57;36.06;droite
2022;01080;Champdor-Corcelles;541;126;23.29;415;76.71;10;1.85;2.41;0;0.0;0.0;405;74.86;97.59;29.63;28.15;42.22;droite
2022;01081;Champfromier;517;102;19.73;415;80.27;6;1.16;1.45;3;0.58;0.72;406;78.53;97.83;28.33;29.31;42.36;droite
2022;01082;Chanay;357;66;18.49;291;81.51;13;3.64;4.47;2;0.56;0.69;276;77.31;94.85;32.97;25.36;41.67;droite
2022;01083;Chaneins;780;153;19.62;627;80.38;14;1.79;2.23;3;0.38;0.48;610;78.21;97.29;18.36;26.23;55.41;droite
2022;01084;Chanoz-Châtenay;642;118;18.38;524;81.62;9;1.4;1.72;0;0.0;0.0;515;80.22;98.28;17.86;32.04;50.1;droite
2022;01085;La Chapelle-du-Châtelard;308;58;18.83;250;81.17;6;1.95;2.4;2;0.65;0.8;242;78.57;96.8;20.25;25.62;54.13;droite
2022;01087;Charix;212;39;18.4;173;81.6;0;0.0;0.0;2;0.94;1.16;171;80.66;98.84;29.82;33.33;36.84;droite
2022;01088;Charnoz-sur-Ain;774;123;15.89;651;84.11;15;1.94;2.3;4;0.52;0.61;632;81.65;97.08;19.62;24.21;56.17;droite
2022;01089;Château-Gaillard;1541;323;20.96;1218;79.04;20;1.3;1.64;2;0.13;0.16;1196;77.61;98.19;24.33;26.67;49.0;droite
2022;01090;Châtenay;255;34;13.33;221;86.67;4;1.57;1.81;1;0.39;0.45;216;84.71;97.74;22.22;31.48;46.3;droite
2022;01092;Châtillon-la-Palud;1287;259;20.12;1028;79.88;12;0.93;1.17;5;0.39;0.49;1011;78.55;98.35;29.28;24.43;46.29;droite
2022;01093;Châtillon-sur-Chalaronne;3734;907;24.29;2827;75.71;57;1.53;2.02;13;0.35;0.46;2757;73.84;97.52;20.13;33.59;46.28;droite
2022;01094;Chavannes-sur-Reyssouze;557;116;20.83;441;79.17;5;0.9;1.13;4;0.72;0.91;432;77.56;97.96;15.97;31.02;53.01;droite
2022;01095;Nivigne et Suran;588;96;16.33;492;83.67;10;1.7;2.03;3;0.51;0.61;479;81.46;97.36;31.52;24.84;43.63;droite
2022;01096;Chaveyriat;767;150;19.56;617;80.44;10;1.3;1.62;3;0.39;0.49;604;78.75;97.89;22.68;27.15;50.17;droite
2022;01098;Chazey-Bons;776;172;22.16;604;77.84;9;1.16;1.49;1;0.13;0.17;594;76.55;98.34;26.26;29.46;44.28;droite
2022;01099;Chazey-sur-Ain;1225;212;17.31;1013;82.69;23;1.88;2.27;14;1.14;1.38;976;79.67;96.35;24.9;28.69;46.41;droite
2022;01100;Cheignieu-la-Balme;119;19;15.97;100;84.03;0;0.0;0.0;2;1.68;2.0;98;82.35;98.0;28.57;26.53;44.9;droite
2022;01101;Chevillard;146;22;15.07;124;84.93;3;2.05;2.42;2;1.37;1.61;119;81.51;95.97;29.41;23.53;47.06;droite
2022;01102;Chevroux;662;134;20.24;528;79.76;10;1.51;1.89;4;0.6;0.76;514;77.64;97.35;15.76;26.26;57.98;droite
2022;01103;Chevry;1036;226;21.81;810;78.19;21;2.03;2.59;2;0.19;0.25;787;75.97;97.16;25.16;38.63;36.21;centre
2022;01104;Chézery-Forens;358;71;19.83;287;80.17;2;0.56;0.7;2;0.56;0.7;283;79.05;98.61;29.68;33.22;37.1;droite
2022;01105;Civrieux;1382;231;16.71;1151;83.29;21;1.52;1.82;6;0.43;0.52;1124;81.33;97.65;21.53;33.81;44.66;droite
2022;01106;Cize;139;33;23.74;106;76.26;2;1.44;1.89;0;0.0;0.0;104;74.82;98.11;32.69;25.96;41.35;droite
2022;01107;Cleyzieu;115;22;19.13;93;80.87;2;1.74;2.15;1;0.87;1.08;90;78.26;96.77;30.0;22.22;47.78;droite
2022;01108;Coligny;920;194;21.09;726;78.91;13;1.41;1.79;4;0.43;0.55;709;77.07;97.66;25.53;23.55;50.92;droite
2022;01109;Collonges;1280;343;26.8;937;73.2;1;0.08;0.11;16;1.25;1.71;920;71.88;98.19;29.02;30.54;40.43;droite
2022;01110;Colomieu;129;30;23.26;99;76.74;1;0.78;1.01;0;0.0;0.0;98;75.97;98.99;36.73;23.47;39.8;droite
2022;01111;Conand;110;25;22.73;85;77.27;2;1.82;2.35;2;1.82;2.35;81;73.64;95.29;35.8;32.1;32.1;gauche
2022;01112;Condamine;283;42;14.84;241;85.16;4;1.41;1.66;0;0.0;0.0;237;83.75;98.34;25.32;23.63;51.05;droite
2022;01113;Condeissiat;594;122;20.54;472;79.46;7;1.18;1.48;1;0.17;0.21;464;78.11;98.31;19.61;35.99;44.4;droite
2022;01114;Confort;407;72;17.69;335;82.31;10;2.46;2.99;1;0.25;0.3;324;79.61;96.72;34.26;22.84;42.9;droite
2022;01115;Confrançon;941;189;20.09;752;79.91;11;1.17;1.46;6;0.64;0.8;735;78.11;97.74;21.36;30.61;48.03;droite
2022;01116;Contrevoz;421;97;23.04;324;76.96;4;0.95;1.23;0;0.0;0.0;320;76.01;98.77;32.19;25.0;42.81;droite
2022;01117;Conzieu;114;24;21.05;90;78.95;1;0.88;1.11;1;0.88;1.11;88;77.19;97.78;27.27;31.82;40.91;droite
2022;01118;Corbonod;814;163;20.02;651;79.98;9;1.11;1.38;3;0.37;0.46;639;78.5;98.16;26.92;29.26;43.82;droite
2022;01121;Corlier;85;14;16.47;71;83.53;0;0.0;0.0;0;0.0;0.0;71;83.53;100.0;25.35;36.62;38.03;droite
2022;01123;Cormoranche-sur-Saône;903;163;18.05;740;81.95;16;1.77;2.16;6;0.66;0.81;718;79.51;97.03;20.47;33.98;45.54;droite
2022;01124;Cormoz;521;141;27.06;380;72.94;9;1.73;2.37;0;0.0;0.0;371;71.21;97.63;19.68;29.65;50.67;droite
2022;01125;Corveissiat;437;76;17.39;361;82.61;5;1.14;1.39;3;0.69;0.83;353;80.78;97.78;29.18;26.35;44.48;droite
2022;01127;Courmangoux;395;72;18.23;323;81.77;2;0.51;0.62;3;0.76;0.93;318;80.51;98.45;29.56;28.62;41.82;droite
2022;01128;Courtes;217;50;23.04;167;76.96;5;2.3;2.99;3;1.38;1.8;159;73.27;95.21;26.42;20.75;52.83;droite
2022;01129;Crans;221;22;9.95;199;90.05;4;1.81;2.01;0;0.0;0.0;195;88.24;97.99;23.59;25.64;50.77;droite
2022;01130;Bresse Vallons;1724;338;19.61;1386;80.39;34;1.97;2.45;11;0.64;0.79;1341;77.78;96.75;20.13;29.98;49.89;droite
2022;01133;Cressin-Rochefort;330;53;16.06;277;83.94;3;0.91;1.08;0;0.0;0.0;274;83.03;98.92;29.2;27.37;43.43;droite
2022;01134;Crottet;1323;228;17.23;1095;82.77;17;1.28;1.55;8;0.6;0.73;1070;80.88;97.72;19.16;34.11;46.73;droite
2022;01135;Crozet;1253;294;23.46;959;76.54;12;0.96;1.25;3;0.24;0.31;944;75.34;98.44;27.97;34.0;38.03;droite
2022;01136;Cruzilles-lès-Mépillat;684;109;15.94;575;84.06;15;2.19;2.61;3;0.44;0.52;557;81.43;96.87;19.93;31.6;48.47;droite
2022;01138;Culoz;1900;502;26.42;1398;73.58;21;1.11;1.5;8;0.42;0.57;1369;72.05;97.93;30.97;22.5;46.53;droite
2022;01139;Curciat-Dongalon;326;67;20.55;259;79.45;2;0.61;0.77;5;1.53;1.93;252;77.3;97.3;17.06;29.76;53.17;droite
2022;01140;Curtafond;563;75;13.32;488;86.68;5;0.89;1.02;4;0.71;0.82;479;85.08;98.16;25.05;29.44;45.51;droite
2022;01141;Cuzieu;388;97;25.0;291;75.0;5;1.29;1.72;0;0.0;0.0;286;73.71;98.28;26.57;34.62;38.81;droite
2022;01142;Dagneux;3290;774;23.53;2516;76.47;36;1.09;1.43;6;0.18;0.24;2474;75.2;98.33;27.69;30.03;42.28;droite
2022;01143;Divonne-les-Bains;6424;1766;27.49;4658;72.51;57;0.89;1.22;22;0.34;0.47;4579;71.28;98.3;21.58;46.19;32.23;centre
2022;01145;Dompierre-sur-Veyle;884;168;19.0;716;81.0;11;1.24;1.54;4;0.45;0.56;701;79.3;97.91;19.83;29.39;50.78;droite
2022;01146;Dompierre-sur-Chalaronne;296;31;10.47;265;89.53;7;2.36;2.64;2;0.68;0.75;256;86.49;96.6;19.14;30.47;50.39;droite
2022;01147;Domsure;408;80;19.61;328;80.39;2;0.49;0.61;2;0.49;0.61;324;79.41;98.78;13.27;30.86;55.86;droite
2022;01148;Dortan;1355;296;21.85;1059;78.15;13;0.96;1.23;8;0.59;0.76;1038;76.61;98.02;21.77;28.71;49.52;droite
2022;01149;Douvres;846;125;14.78;721;85.22;9;1.06;1.25;4;0.47;0.55;708;83.69;98.2;25.14;29.94;44.92;droite
2022;01150;Drom;182;37;20.33;145;79.67;0;0.0;0.0;0;0.0;0.0;145;79.67;100.0;43.45;22.76;33.79;gauche
2022;01151;Druillat;888;131;14.75;757;85.25;12;1.35;1.59;4;0.45;0.53;741;83.45;97.89;22.4;29.15;48.45;droite
2022;01152;Echallon;614;102;16.61;512;83.39;8;1.3;1.56;4;0.65;0.78;500;81.43;97.66;28.8;31.0;40.2;droite
2022;01153;Echenevex;1254;255;20.33;999;79.67;10;0.8;1.0;4;0.32;0.4;985;78.55;98.6;25.89;40.51;33.6;centre
2022;01155;Evosges;131;22;16.79;109;83.21;3;2.29;2.75;0;0.0;0.0;106;80.92;97.25;21.7;24.53;53.77;droite
2022;01156;Faramans;656;95;14.48;561;85.52;7;1.07;1.25;1;0.15;0.18;553;84.3;98.57;16.09;28.21;55.7;droite
2022;01157;Fareins;1897;344;18.13;1553;81.87;12;0.63;0.77;11;0.58;0.71;1530;80.65;98.52;26.01;32.22;41.76;droite
2022;01158;Farges;606;157;25.91;449;74.09;7;1.16;1.56;3;0.5;0.67;439;72.44;97.77;32.8;29.38;37.81;droite
2022;01159;Feillens;2600;606;23.31;1994;76.69;55;2.12;2.76;12;0.46;0.6;1927;74.12;96.64;17.18;36.12;46.7;droite
2022;01160;Ferney-Voltaire;3988;996;24.97;2992;75.03;37;0.93;1.24;18;0.45;0.6;2937;73.65;98.16;40.07;34.97;24.96;gauche
2022;01162;Flaxieu;92;4;4.35;88;95.65;1;1.09;1.14;1;1.09;1.14;86;93.48;97.73;23.26;22.09;54.65;droite
2022;01163;Foissiat;1592;369;23.18;1223;76.82;12;0.75;0.98;6;0.38;0.49;1205;75.69;98.53;16.68;33.28;50.04;droite
2022;01165;Francheleins;1100;162;14.73;938;85.27;16;1.45;1.71;3;0.27;0.32;919;83.55;97.97;18.39;31.12;50.49;droite
2022;01166;Frans;1795;304;16.94;1491;83.06;30;1.67;2.01;6;0.33;0.4;1455;81.06;97.59;21.99;33.95;44.05;droite
2022;01167;Garnerans;566;114;20.14;452;79.86;11;1.94;2.43;3;0.53;0.66;438;77.39;96.9;22.15;31.05;46.8;droite
2022;01169;Genouilleux;492;81;16.46;411;83.54;6;1.22;1.46;1;0.2;0.24;404;82.11;98.3;20.05;26.49;53.47;droite
2022;01170;Beard-Géovreissiat;713;158;22.16;555;77.84;13;1.82;2.34;5;0.7;0.9;537;75.32;96.76;23.09;27.0;49.91;droite
2022;01171;Géovreisset;567;140;24.69;427;75.31;10;1.76;2.34;0;0.0;0.0;417;73.54;97.66;25.18;28.3;46.52;droite
2022;01173;Gex;6649;1898;28.55;4751;71.45;59;0.89;1.24;14;0.21;0.29;4678;70.36;98.46;31.74;35.93;32.32;centre
2022;01174;Giron;127;18;14.17;109;85.83;0;0.0;0.0;1;0.79;0.92;108;85.04;99.08;30.56;33.33;36.11;droite
2022;01175;Gorrevod;659;154;23.37;505;76.63;7;1.06;1.39;2;0.3;0.4;496;75.27;98.22;27.02;32.26;40.73;droite
2022;01177;Grand-Corent;160;23;14.38;137;85.63;2;1.25;1.46;1;0.63;0.73;134;83.75;97.81;47.01;24.63;28.36;gauche
2022;01179;Grièges;1492;304;20.38;1188;79.62;28;1.88;2.36;10;0.67;0.84;1150;77.08;96.8;21.83;30.26;47.91;droite
2022;01180;Grilly;554;118;21.3;436;78.7;4;0.72;0.92;0;0.0;0.0;432;77.98;99.08;20.37;46.76;32.87;centre
2022;01181;Groissiat;909;159;17.49;750;82.51;20;2.2;2.67;2;0.22;0.27;728;80.09;97.07;21.98;30.63;47.39;droite
2022;01183;Guéreins;1110;248;22.34;862;77.66;11;0.99;1.28;4;0.36;0.46;847;76.31;98.26;20.19;30.34;49.47;droite
2022;01184;Hautecourt-Romanèche;641;132;20.59;509;79.41;9;1.4;1.77;2;0.31;0.39;498;77.69;97.84;28.51;26.51;44.98;droite
2022;01185;Plateau d'Hauteville;3157;781;24.74;2376;75.26;35;1.11;1.47;13;0.41;0.55;2328;73.74;97.98;31.7;28.14;40.16;droite
2022;01187;Haut Valromey;636;132;20.75;504;79.25;10;1.57;1.98;1;0.16;0.2;493;77.52;97.82;29.01;31.44;39.55;droite
2022;01188;Illiat;505;82;16.24;423;83.76;11;2.18;2.6;3;0.59;0.71;409;80.99;96.69;11.25;31.05;57.7;droite
2022;01189;Injoux-Génissiat;721;125;17.34;596;82.66;6;0.83;1.01;4;0.55;0.67;586;81.28;98.32;30.38;25.09;44.54;droite
2022;01190;Innimond;112;22;19.64;90;80.36;0;0.0;0.0;0;0.0;0.0;90;80.36;100.0;26.67;30.0;43.33;droite
2022;01191;Izenave;135;21;15.56;114;84.44;0;0.0;0.0;1;0.74;0.88;113;83.7;99.12;15.04;39.82;45.13;droite
2022;01192;Izernore;1465;253;17.27;1212;82.73;19;1.3;1.57;8;0.55;0.66;1185;80.89;97.77;22.53;27.09;50.38;droite
2022;01193;Izieu;190;27;14.21;163;85.79;3;1.58;1.84;0;0.0;0.0;160;84.21;98.16;25.0;23.12;51.88;droite
2022;01194;Jassans-Riottier;4427;1037;23.42;3390;76.58;69;1.56;2.04;18;0.41;0.53;3303;74.61;97.43;27.25;32.36;40.39;droite
2022;01195;Jasseron;1351;222;16.43;1129;83.57;18;1.33;1.59;7;0.52;0.62;1104;81.72;97.79;26.63;34.15;39.22;droite
2022;01196;Jayat;884;172;19.46;712;80.54;22;2.49;3.09;9;1.02;1.26;681;77.04;95.65;16.15;28.93;54.92;droite
2022;01197;Journans;282;40;14.18;242;85.82;3;1.06;1.24;0;0.0;0.0;239;84.75;98.76;37.24;30.96;31.8;gauche
2022;01198;Joyeux;206;31;15.05;175;84.95;0;0.0;0.0;1;0.49;0.57;174;84.47;99.43;30.46;34.48;35.06;droite
2022;01199;Jujurieux;1531;349;22.8;1182;77.2;20;1.31;1.69;6;0.39;0.51;1156;75.51;97.8;29.67;27.6;42.73;droite
2022;01200;Labalme;155;26;16.77;129;83.23;2;1.29;1.55;2;1.29;1.55;125;80.65;96.9;44.0;20.8;35.2;gauche
2022;01202;Lagnieu;5303;1202;22.67;4101;77.33;64;1.21;1.56;31;0.58;0.76;4006;75.54;97.68;25.04;27.61;47.35;droite
2022;01203;Laiz;927;174;18.77;753;81.23;13;1.4;1.73;5;0.54;0.66;735;79.29;97.61;23.13;34.01;42.86;droite
2022;01204;Le Poizat-Lalleyriat;561;125;22.28;436;77.72;9;1.6;2.06;4;0.71;0.92;423;75.4;97.02;26.48;27.42;46.1;droite
2022;01206;Lantenay;226;42;18.58;184;81.42;4;1.77;2.17;5;2.21;2.72;175;77.43;95.11;28.57;26.86;44.57;droite
2022;01207;Lapeyrouse;263;30;11.41;233;88.59;6;2.28;2.58;3;1.14;1.29;224;85.17;96.14;16.52;25.45;58.04;droite
2022;01208;Lavours;111;18;16.22;93;83.78;0;0.0;0.0;3;2.7;3.23;90;81.08;96.77;27.78;27.78;44.44;droite
2022;01209;Léaz;488;90;18.44;398;81.56;6;1.23;1.51;2;0.41;0.5;390;79.92;97.99;32.31;29.74;37.95;droite
2022;01210;Lélex;221;43;19.46;178;80.54;4;1.81;2.25;1;0.45;0.56;173;78.28;97.19;26.01;35.84;38.15;droite
2022;01211;Lent;1095;226;20.64;869;79.36;16;1.46;1.84;3;0.27;0.35;850;77.63;97.81;23.18;31.29;45.53;droite
2022;01212;Lescheroux;539;137;25.42;402;74.58;8;1.48;1.99;2;0.37;0.5;392;72.73;97.51;16.58;26.28;57.14;droite
2022;01213;Leyment;989;188;19.01;801;80.99;15;1.52;1.87;5;0.51;0.62;781;78.97;97.5;25.86;23.69;50.45;droite
2022;01214;Leyssard;120;20;16.67;100;83.33;1;0.83;1.0;0;0.0;0.0;99;82.5;99.0;35.35;24.24;40.4;droite
2022;01215;Surjoux-Lhopital;112;15;13.39;97;86.61;2;1.79;2.06;2;1.79;2.06;93;83.04;95.88;21.51;35.48;43.01;droite
2022;01216;Lhuis;651;118;18.13;533;81.87;10;1.54;1.88;1;0.15;0.19;522;80.18;97.94;23.37;27.01;49.62;droite
2022;01219;Lompnas;128;29;22.66;99;77.34;2;1.56;2.02;0;0.0;0.0;97;75.78;97.98;21.65;22.68;55.67;droite
2022;01224;Loyettes;2139;568;26.55;1571;73.45;22;1.03;1.4;5;0.23;0.32;1544;72.18;98.28;24.48;27.59;47.93;droite
