Année;Code_INSEE;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;% gauche/Exp;% centre/Exp;% droite/Exp;Résultat
2022;08383;Saint-Juvin;105;39;37.14;66;62.86;0;0.0;0.0;1;0.95;1.52;65;61.9;98.48;4.62;43.08;52.31;droite
2022;08384;Saint-Lambert-et-Mont-de-Jeux;103;22;21.36;81;78.64;0;0.0;0.0;0;0.0;0.0;81;78.64;100.0;11.11;43.21;45.68;droite
2022;08385;Saint-Laurent;825;188;22.79;637;77.21;15;1.82;2.35;4;0.48;0.63;618;74.91;97.02;23.3;34.95;41.75;droite
2022;08386;Saint-Loup-Champagne;222;36;16.22;186;83.78;2;0.9;1.08;0;0.0;0.0;184;82.88;98.92;14.67;30.43;54.89;droite
2022;08387;Saint-Loup-Terrier;146;36;24.66;110;75.34;0;0.0;0.0;1;0.68;0.91;109;74.66;99.09;18.35;31.19;50.46;droite
2022;08388;Saint-Marceau;297;59;19.87;238;80.13;8;2.69;3.36;6;2.02;2.52;224;75.42;94.12;20.09;35.71;44.2;droite
2022;08389;Saint-Marcel;262;56;21.37;206;78.63;3;1.15;1.46;0;0.0;0.0;203;77.48;98.54;20.2;26.11;53.69;droite
2022;08390;Sainte-Marie;64;13;20.31;51;79.69;0;0.0;0.0;0;0.0;0.0;51;79.69;100.0;29.41;21.57;49.02;droite
2022;08391;Saint-Menges;673;186;27.64;487;72.36;11;1.63;2.26;5;0.74;1.03;471;69.99;96.71;27.6;22.51;49.89;droite
2022;08392;Saint-Morel;153;23;15.03;130;84.97;0;0.0;0.0;1;0.65;0.77;129;84.31;99.23;18.6;26.36;55.04;droite
2022;08393;Saint-Pierre-à-Arnes;52;7;13.46;45;86.54;1;1.92;2.22;1;1.92;2.22;43;82.69;95.56;9.3;34.88;55.81;droite
2022;08394;Saint-Pierremont;69;18;26.09;51;73.91;0;0.0;0.0;0;0.0;0.0;51;73.91;100.0;5.88;35.29;58.82;droite
2022;08395;Saint-Pierre-sur-Vence;121;20;16.53;101;83.47;3;2.48;2.97;1;0.83;0.99;97;80.17;96.04;18.56;27.84;53.61;droite
2022;08396;Saint-Quentin-le-Petit;105;25;23.81;80;76.19;1;0.95;1.25;0;0.0;0.0;79;75.24;98.75;2.53;16.46;81.01;droite
2022;08397;Saint-Remy-le-Petit;38;6;15.79;32;84.21;2;5.26;6.25;0;0.0;0.0;30;78.95;93.75;23.33;26.67;50.0;droite
2022;08398;Sainte-Vaubourg;75;10;13.33;65;86.67;0;0.0;0.0;1;1.33;1.54;64;85.33;98.46;14.06;50.0;35.94;centre
2022;08399;Sapogne-sur-Marche;71;20;28.17;51;71.83;0;0.0;0.0;0;0.0;0.0;51;71.83;100.0;13.73;23.53;62.75;droite
2022;08400;Sapogne-et-Feuchères;392;81;20.66;311;79.34;11;2.81;3.54;0;0.0;0.0;300;76.53;96.46;22.0;29.0;49.0;droite
2022;08401;Saulces-Champenoises;173;17;9.83;156;90.17;2;1.16;1.28;1;0.58;0.64;153;88.44;98.08;12.42;32.68;54.9;droite
2022;08402;Saulces-Monclin;562;116;20.64;446;79.36;12;2.14;2.69;4;0.71;0.9;430;76.51;96.41;11.86;31.86;56.28;droite
2022;08403;Sault-lès-Rethel;1235;310;25.1;925;74.9;4;0.32;0.43;6;0.49;0.65;915;74.09;98.92;20.11;28.09;51.8;droite
2022;08404;Sault-Saint-Remy;160;35;21.88;125;78.13;1;0.63;0.8;0;0.0;0.0;124;77.5;99.2;25.81;27.42;46.77;droite
2022;08405;Sauville;182;47;25.82;135;74.18;1;0.55;0.74;0;0.0;0.0;134;73.63;99.26;25.37;29.85;44.78;droite
2022;08406;Savigny-sur-Aisne;263;61;23.19;202;76.81;4;1.52;1.98;4;1.52;1.98;194;73.76;96.04;19.07;32.47;48.45;droite
2022;08407;Séchault;45;9;20.0;36;80.0;1;2.22;2.78;0;0.0;0.0;35;77.78;97.22;5.71;40.0;54.29;droite
2022;08408;Sécheval;402;98;24.38;304;75.62;5;1.24;1.64;1;0.25;0.33;298;74.13;98.03;25.5;19.13;55.37;droite
2022;08409;Sedan;9391;2850;30.35;6541;69.65;74;0.79;1.13;55;0.59;0.84;6412;68.28;98.03;31.49;27.12;41.39;droite
2022;08410;Semide;166;22;13.25;144;86.75;1;0.6;0.69;1;0.6;0.69;142;85.54;98.61;7.75;43.66;48.59;droite
2022;08411;Semuy;84;19;22.62;65;77.38;1;1.19;1.54;1;1.19;1.54;63;75.0;96.92;20.63;19.05;60.32;droite
2022;08412;Senuc;112;33;29.46;79;70.54;1;0.89;1.27;1;0.89;1.27;77;68.75;97.47;20.78;25.97;53.25;droite
2022;08413;Seraincourt;187;52;27.81;135;72.19;1;0.53;0.74;1;0.53;0.74;133;71.12;98.52;11.28;27.07;61.65;droite
2022;08415;Sery;234;57;24.36;177;75.64;0;0.0;0.0;2;0.85;1.13;175;74.79;98.87;22.29;24.57;53.14;droite
2022;08416;Seuil;142;31;21.83;111;78.17;0;0.0;0.0;1;0.7;0.9;110;77.46;99.1;10.0;21.82;68.18;droite
2022;08417;Sévigny-la-Forêt;233;74;31.76;159;68.24;1;0.43;0.63;3;1.29;1.89;155;66.52;97.48;14.19;25.16;60.65;droite
2022;08418;Sévigny-Waleppe;178;37;20.79;141;79.21;1;0.56;0.71;2;1.12;1.42;138;77.53;97.87;12.32;23.19;64.49;droite
2022;08419;Signy-l'Abbaye;934;233;24.95;701;75.05;20;2.14;2.85;8;0.86;1.14;673;72.06;96.01;21.69;29.42;48.89;droite
2022;08420;Signy-le-Petit;892;290;32.51;602;67.49;6;0.67;1.0;2;0.22;0.33;594;66.59;98.67;16.67;20.2;63.13;droite
2022;08421;Signy-Montlibert;71;12;16.9;59;83.1;0;0.0;0.0;0;0.0;0.0;59;83.1;100.0;8.47;25.42;66.1;droite
2022;08422;Singly;112;26;23.21;86;76.79;1;0.89;1.16;0;0.0;0.0;85;75.89;98.84;12.94;40.0;47.06;droite
2022;08424;Sommauthe;108;33;30.56;75;69.44;0;0.0;0.0;0;0.0;0.0;75;69.44;100.0;5.33;33.33;61.33;droite
2022;08425;Sommerance;45;7;15.56;38;84.44;2;4.44;5.26;1;2.22;2.63;35;77.78;92.11;14.29;20.0;65.71;droite
2022;08426;Son;69;10;14.49;59;85.51;0;0.0;0.0;0;0.0;0.0;59;85.51;100.0;11.86;35.59;52.54;droite
2022;08427;Sorbon;169;14;8.28;155;91.72;1;0.59;0.65;0;0.0;0.0;154;91.12;99.35;9.74;40.91;49.35;droite
2022;08428;Sorcy-Bauthémont;132;23;17.42;109;82.58;1;0.76;0.92;1;0.76;0.92;107;81.06;98.17;19.63;31.78;48.6;droite
2022;08429;Sormonne;408;84;20.59;324;79.41;2;0.49;0.62;0;0.0;0.0;322;78.92;99.38;22.67;18.63;58.7;droite
2022;08430;Stonne;39;10;25.64;29;74.36;0;0.0;0.0;0;0.0;0.0;29;74.36;100.0;6.9;27.59;65.52;droite
2022;08431;Sugny;84;23;27.38;61;72.62;2;2.38;3.28;0;0.0;0.0;59;70.24;96.72;10.17;30.51;59.32;droite
2022;08432;Sury;75;8;10.67;67;89.33;0;0.0;0.0;1;1.33;1.49;66;88.0;98.51;28.79;43.94;27.27;centre
2022;08433;Suzanne;66;14;21.21;52;78.79;1;1.52;1.92;0;0.0;0.0;51;77.27;98.08;29.41;35.29;35.29;centre
2022;08434;Sy;43;9;20.93;34;79.07;0;0.0;0.0;0;0.0;0.0;34;79.07;100.0;14.71;41.18;44.12;droite
2022;08435;Tagnon;730;156;21.37;574;78.63;11;1.51;1.92;8;1.1;1.39;555;76.03;96.69;19.82;33.33;46.85;droite
2022;08436;Taillette;277;75;27.08;202;72.92;2;0.72;0.99;0;0.0;0.0;200;72.2;99.01;20.5;30.5;49.0;droite
2022;08437;Tailly;172;65;37.79;107;62.21;1;0.58;0.93;0;0.0;0.0;106;61.63;99.07;10.38;36.79;52.83;droite
2022;08438;Taizy;82;15;18.29;67;81.71;0;0.0;0.0;0;0.0;0.0;67;81.71;100.0;23.88;17.91;58.21;droite
2022;08439;Tannay;122;28;22.95;94;77.05;0;0.0;0.0;1;0.82;1.06;93;76.23;98.94;13.98;40.86;45.16;droite
2022;08440;Tarzy;107;33;30.84;74;69.16;0;0.0;0.0;0;0.0;0.0;74;69.16;100.0;20.27;16.22;63.51;droite
2022;08444;Tétaigne;90;14;15.56;76;84.44;1;1.11;1.32;2;2.22;2.63;73;81.11;96.05;20.55;35.62;43.84;droite
2022;08445;Thelonne;315;73;23.17;242;76.83;6;1.9;2.48;0;0.0;0.0;236;74.92;97.52;20.76;26.69;52.54;droite
2022;08446;Thénorgues;68;19;27.94;49;72.06;0;0.0;0.0;0;0.0;0.0;49;72.06;100.0;10.2;38.78;51.02;droite
2022;08448;Thilay;827;237;28.66;590;71.34;6;0.73;1.02;1;0.12;0.17;583;70.5;98.81;23.84;23.33;52.83;droite
2022;08449;Thin-le-Moutier;470;91;19.36;379;80.64;13;2.77;3.43;2;0.43;0.53;364;77.45;96.04;20.88;27.2;51.92;droite
2022;08450;This;203;39;19.21;164;80.79;3;1.48;1.83;1;0.49;0.61;160;78.82;97.56;15.62;19.38;65.0;droite
2022;08451;Le Thour;271;52;19.19;219;80.81;2;0.74;0.91;2;0.74;0.91;215;79.34;98.17;13.49;30.23;56.28;droite
2022;08452;Thugny-Trugny;185;37;20.0;148;80.0;2;1.08;1.35;1;0.54;0.68;145;78.38;97.97;10.34;33.1;56.55;droite
2022;08453;Toges;74;11;14.86;63;85.14;0;0.0;0.0;2;2.7;3.17;61;82.43;96.83;8.2;26.23;65.57;droite
2022;08454;Touligny;72;27;37.5;45;62.5;0;0.0;0.0;0;0.0;0.0;45;62.5;100.0;31.11;13.33;55.56;droite
2022;08455;Tourcelles-Chaumont;54;5;9.26;49;90.74;0;0.0;0.0;0;0.0;0.0;49;90.74;100.0;8.16;28.57;63.27;droite
2022;08456;Tournavaux;199;38;19.1;161;80.9;1;0.5;0.62;1;0.5;0.62;159;79.9;98.76;25.16;16.35;58.49;droite
2022;08457;Tournes;802;173;21.57;629;78.43;12;1.5;1.91;2;0.25;0.32;615;76.68;97.77;22.93;32.2;44.88;droite
2022;08458;Tourteron;159;38;23.9;121;76.1;3;1.89;2.48;1;0.63;0.83;117;73.58;96.69;17.09;25.64;57.26;droite
2022;08459;Tremblois-lès-Carignan;78;26;33.33;52;66.67;0;0.0;0.0;1;1.28;1.92;51;65.38;98.08;17.65;25.49;56.86;droite
2022;08460;Tremblois-lès-Rocroi;128;27;21.09;101;78.91;1;0.78;0.99;0;0.0;0.0;100;78.13;99.01;14.0;14.0;72.0;droite
2022;08461;Vandy;175;32;18.29;143;81.71;3;1.71;2.1;5;2.86;3.5;135;77.14;94.41;18.52;28.15;53.33;droite
2022;08462;Vaux-Champagne;102;14;13.73;88;86.27;2;1.96;2.27;1;0.98;1.14;85;83.33;96.59;20.0;11.76;68.24;droite
2022;08463;Vaux-en-Dieulet;53;13;24.53;40;75.47;0;0.0;0.0;1;1.89;2.5;39;73.58;97.5;15.38;25.64;58.97;droite
2022;08464;Vaux-lès-Mouron;69;15;21.74;54;78.26;0;0.0;0.0;1;1.45;1.85;53;76.81;98.15;11.32;22.64;66.04;droite
2022;08465;Vaux-lès-Rubigny;40;7;17.5;33;82.5;0;0.0;0.0;1;2.5;3.03;32;80.0;96.97;6.25;25.0;68.75;droite
2022;08466;Vaux-lès-Mouzon;65;19;29.23;46;70.77;2;3.08;4.35;1;1.54;2.17;43;66.15;93.48;23.26;30.23;46.51;droite
2022;08467;Vaux-Montreuil;97;18;18.56;79;81.44;4;4.12;5.06;0;0.0;0.0;75;77.32;94.94;32.0;13.33;54.67;droite
2022;08468;Vaux-Villaine;143;23;16.08;120;83.92;2;1.4;1.67;4;2.8;3.33;114;79.72;95.0;9.65;28.95;61.4;droite
2022;08469;Vendresse;362;73;20.17;289;79.83;3;0.83;1.04;1;0.28;0.35;285;78.73;98.62;19.65;30.18;50.18;droite
2022;08470;Verpel;78;12;15.38;66;84.62;0;0.0;0.0;0;0.0;0.0;66;84.62;100.0;12.12;37.88;50.0;droite
2022;08471;Verrières;25;3;12.0;22;88.0;2;8.0;9.09;0;0.0;0.0;20;80.0;90.91;10.0;25.0;65.0;droite
2022;08472;Viel-Saint-Remy;250;76;30.4;174;69.6;8;3.2;4.6;1;0.4;0.57;165;66.0;94.83;30.3;18.79;50.91;droite
2022;08473;Vieux-lès-Asfeld;223;34;15.25;189;84.75;2;0.9;1.06;2;0.9;1.06;185;82.96;97.88;15.14;33.51;51.35;droite
2022;08476;Villers-devant-le-Thour;311;62;19.94;249;80.06;10;3.22;4.02;2;0.64;0.8;237;76.21;95.18;16.88;33.33;49.79;droite
2022;08477;Villers-devant-Mouzon;86;21;24.42;65;75.58;1;1.16;1.54;0;0.0;0.0;64;74.42;98.46;14.06;34.38;51.56;droite
2022;08478;Villers-le-Tilleul;189;20;10.58;169;89.42;4;2.12;2.37;0;0.0;0.0;165;87.3;97.63;14.55;26.06;59.39;droite
